f2,2026-05-10T18:19:55.698574600,2026-05-10T18:19:58.061176,PT2.3626014S,0.0
f6,2026-05-10T18:19:55.717579100,2026-05-10T18:19:59.957412400,PT4.2398333S,0.0
f7,2026-05-10T18:19:55.716575700,2026-05-10T18:20:01.030240,PT5.3136643S,0.0
f6,2026-05-10T18:20:22.791611,2026-05-10T18:20:28.133680900,PT5.3420699S,0.0
f1,2026-05-10T18:20:22.772609,2026-05-10T18:20:29.581886700,PT6.8092777S,0.0
f7,2026-05-10T18:20:22.790611200,2026-05-10T18:20:29.701747100,PT6.9111359S,0.0
